A1,A0,PHI0,nRESET,A15,A14,A13,DISABLE,ROM_SEL,nEQ000X,,CLK_WR_0,nEN_0001,CLK_WR_1,nCE_RAM1,nSO,nRDY,A13_ROM,A14_ROM
0,0,1,1,0,0,0,0,1,0,,0,0,1,0,1,1,0,0
1,0,1,1,0,0,0,0,1,0,,1,0,1,0,1,1,0,0
0,1,1,1,0,0,0,0,1,0,,1,0,0,0,1,1,0,0
1,1,1,1,0,0,0,0,1,0,,1,0,1,0,1,1,0,0
0,0,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
1,0,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
0,1,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
1,1,0,0,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
0,0,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
1,0,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
0,1,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
1,1,1,0,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
0,0,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
1,0,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
0,1,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
1,1,0,1,1,0,0,0,1,0,,1,1,1,1,1,1,0,0
0,0,1,1,1,0,0,0,1,0,,0,0,1,1,1,1,0,0
1,0,1,1,1,0,0,0,1,0,,1,0,1,1,1,1,0,0
0,1,1,1,1,0,0,0,1,0,,1,0,0,1,1,1,0,0
1,1,1,1,1,0,0,0,1,0,,1,0,1,1,1,1,0,0
0,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,0,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,1,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,0,0,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,1,0,0,1,0,0,1,0,,1,1,1,0,1,1,1,0
1,0,1,0,0,1,0,0,1,0,,1,1,1,0,1,1,1,0
0,1,1,0,0,1,0,0,1,0,,1,1,1,0,1,1,1,0
1,1,1,0,0,1,0,0,1,0,,1,1,1,0,1,1,1,0
0,0,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,0,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,1,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,0,1,0,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,1,1,0,1,0,0,1,0,,0,0,1,0,1,1,1,0
1,0,1,1,0,1,0,0,1,0,,1,0,1,0,1,1,1,0
0,1,1,1,0,1,0,0,1,0,,1,0,0,0,1,1,1,0
1,1,1,1,0,1,0,0,1,0,,1,0,1,0,1,1,1,0
0,0,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,0,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,1,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,0,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,0,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,1,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,1,0,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,0,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,1,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
1,1,0,1,1,1,0,0,1,0,,1,1,1,1,1,1,1,0
0,0,1,1,1,1,0,0,1,0,,0,0,1,1,1,1,1,0
1,0,1,1,1,1,0,0,1,0,,1,0,1,1,1,1,1,0
0,1,1,1,1,1,0,0,1,0,,1,0,0,1,1,1,1,0
1,1,1,1,1,1,0,0,1,0,,1,0,1,1,1,1,1,0
0,0,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,0,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,1,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,1,0,0,0,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,0,1,0,0,0,1,0,1,0,,1,1,1,0,1,1,0,0
1,0,1,0,0,0,1,0,1,0,,1,1,1,0,1,1,0,0
0,1,1,0,0,0,1,0,1,0,,1,1,1,0,1,1,0,0
1,1,1,0,0,0,1,0,1,0,,1,1,1,0,1,1,0,0
0,0,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,0,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,1,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,1,0,1,0,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,0,1,1,0,0,1,0,1,0,,0,0,1,0,1,1,0,0
1,0,1,1,0,0,1,0,1,0,,1,0,1,0,1,1,0,0
0,1,1,1,0,0,1,0,1,0,,1,0,0,0,1,1,0,0
1,1,1,1,0,0,1,0,1,0,,1,0,1,0,1,1,0,0
0,0,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,0,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,1,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,1,0,0,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,0,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,0,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,1,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,1,1,0,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,0,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,0,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,1,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
1,1,0,1,1,0,1,0,1,0,,1,1,1,1,1,1,0,0
0,0,1,1,1,0,1,0,1,0,,0,0,1,1,1,1,0,0
1,0,1,1,1,0,1,0,1,0,,1,0,1,1,1,1,0,0
0,1,1,1,1,0,1,0,1,0,,1,0,0,1,1,1,0,0
1,1,1,1,1,0,1,0,1,0,,1,0,1,1,1,1,0,0
0,0,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,0,1
1,0,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,0,1
0,1,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,0,1
1,1,0,0,0,1,1,0,1,0,,1,1,1,1,1,1,0,1
0,0,1,0,0,1,1,0,1,0,,1,1,1,0,1,1,0,1
1,0,1,0,0,1,1,0,1,0,,1,1,1,0,1,1,0,1
0,1,1,0,0,1,1,0,1,0,,1,1,1,0,1,1,0,1
1,1,1,0,0,1,1,0,1,0,,1,1,1,0,1,1,0,1
0,0,0,1,0,1,1,0,1,0,,1,1,1,1,1,1,0,1
1,0,0,1,0,1,1,0,1,0,,1,1,1,1,1,1,0,1
0,1,0,1,0,1,1,0,1,0,,1,1,1,1,1,1,0,1
1,1,0,1,0,1,1,0,1,0,,1,1,1,1,1,1,0,1
0,0,1,1,0,1,1,0,1,0,,0,0,1,0,1,1,0,1
1,0,1,1,0,1,1,0,1,0,,1,0,1,0,1,1,0,1
0,1,1,1,0,1,1,0,1,0,,1,0,0,0,1,1,0,1
1,1,1,1,0,1,1,0,1,0,,1,0,1,0,1,1,0,1
0,0,0,0,1,1,1,0,1,0,,1,1,1,1,1,1,0,1
1,0,0,0,1,1,1,0,1,0,,1,1,1,1,1,1,0,1
0,1,0,0,1,1,1,0,1,0,,1,1,1,1,1,1,0,1
1,1,0,0,1,1,1,0,1,0,,1,1,1,1,1,1,0,1
